locus	ensg_id	gene_symbol	alignment_length	gc_percent	variable_sites	parsimony_informative_sites	pct_informative_sites	gc3_bucket	resolution_bucket	rate_bucket	completeness_bucket
ENSG00000170209_ANKK1	ENSG00000170209	ANKK1	2292	61.27	1572	760	33.16		70	fast	80
ENSG00000170214_ADRA1B	ENSG00000170214	ADRA1B	1551	61.61	478	198	12.77			fast	90
ENSG00000170222_ADPRM	ENSG00000170222	ADPRM	1029	44.84	547	348	33.82	GC3	70	slow	90
ENSG00000170234_PWWP2A	ENSG00000170234	PWWP2A	1674	52.61	795	378	22.58	GC2		fast	80
ENSG00000170236_USP50	ENSG00000170236	USP50	999	47.40	503	308	30.83	GC2		slow	90
ENSG00000170242_USP47	ENSG00000170242	USP47	4089	40.91	1309	642	15.70	GC3	80	slow	90
ENSG00000170248_PDCD6IP	ENSG00000170248	PDCD6IP	2607	47.29	949	534	20.48	GC3	70	slow	90
ENSG00000170264_FAM161A	ENSG00000170264	FAM161A	1986	43.07	1430	773	38.92	GC3	80	fast	90
ENSG00000170266_GLB1	ENSG00000170266	GLB1	1980	53.65	1163	770	38.89	GC1	70	fast	90
ENSG00000170275_CRTAP	ENSG00000170275	CRTAP	1206	57.41	589	260	21.56			fast	80
ENSG00000170289_CNGB3	ENSG00000170289	CNGB3	2346	43.73	1401	775	33.03	GC3	80	fast	90
ENSG00000170291_ELP5	ENSG00000170291	ELP5	951	57.28	575	330	34.70	GC1		fast	80
ENSG00000170310_STX8	ENSG00000170310	STX8	711	48.07	323	178	25.04	GC2		fast	90
ENSG00000170312_CDK1	ENSG00000170312	CDK1	894	39.54	251	105	11.74	GC3		slow	80
ENSG00000170322_NFRKB	ENSG00000170322	NFRKB	3936	56.66	1570	954	24.24	GC1	80	slow	80
ENSG00000170325_PRDM10	ENSG00000170325	PRDM10	3474	54.55	1370	877	25.24	GC1	80	fast	90
ENSG00000170345_FOS	ENSG00000170345	FOS	1143	60.80	393	201	17.59			slow	90
ENSG00000170348_TMED10	ENSG00000170348	TMED10	660	51.80	234	129	19.55	GC1		slow	80
ENSG00000170365_SMAD1	ENSG00000170365	SMAD1	1398	50.97	378	232	16.60	GC2	70	slow	90
ENSG00000170370_EMX2	ENSG00000170370	EMX2	759	63.15	190	74	9.75			slow	80
ENSG00000170379_TCAF2	ENSG00000170379	TCAF2	2754	59.23	1766	1114	40.45	GC1	70	fast	80
ENSG00000170381_SEMA3E	ENSG00000170381	SEMA3E	2328	45.88	1081	617	26.50	GC3	80	fast	90
ENSG00000170382_LRRN2	ENSG00000170382	LRRN2	2139	64.82	984	464	21.69		70	slow	70
ENSG00000170390_DCLK2	ENSG00000170390	DCLK2	2352	52.82	919	494	21.00	GC2	80	fast	90
ENSG00000170412_GPRC5C	ENSG00000170412	GPRC5C	1410	62.98	637	368	26.10			slow	90
ENSG00000170417_TMEM182	ENSG00000170417	TMEM182	690	47.91	314	197	28.55	GC2		slow	90
ENSG00000170419_VSTM2A	ENSG00000170419	VSTM2A	744	54.12	363	228	30.65	GC1		slow	80
ENSG00000170425_ADORA2B	ENSG00000170425	ADORA2B	999	56.38	609	305	30.53	GC1		fast	80
ENSG00000170426_SDR9C7	ENSG00000170426	SDR9C7	942	55.90	468	250	26.54	GC1		fast	90
ENSG00000170445_HARS	ENSG00000170445	HARS	1530	53.48	571	325	21.24	GC1	70	slow	90
ENSG00000170448_NFXL1	ENSG00000170448	NFXL1	2742	45.85	1253	614	22.39	GC3	80	fast	90
ENSG00000170454_KRT75	ENSG00000170454	KRT75	1656	59.39	951	525	31.70		70	slow	90
ENSG00000170464_DNAJC18	ENSG00000170464	DNAJC18	1077	44.84	510	216	20.06	GC3		slow	90
ENSG00000170469_SPATA24	ENSG00000170469	SPATA24	618	51.30	199	85	13.75	GC1		slow	80
ENSG00000170471_RALGAPB	ENSG00000170471	RALGAPB	4488	44.92	1188	563	12.54	GC3	80	slow	90
ENSG00000170473_WIBG	ENSG00000170473	WIBG	612	59.36	284	164	26.80	GC1		slow	90
ENSG00000170477_KRT4	ENSG00000170477	KRT4	1569	57.81	784	484	30.85		70	slow	90
ENSG00000170482_SLC23A1	ENSG00000170482	SLC23A1	1797	56.44	724	389	21.65	GC1	80	slow	90
ENSG00000170485_NPAS2	ENSG00000170485	NPAS2	2472	56.78	1152	630	25.49	GC1	80	fast	80
ENSG00000170486_KRT72	ENSG00000170486	KRT72	1536	60.48	867	480	31.25			slow	70
ENSG00000170500_LONRF2	ENSG00000170500	LONRF2	1800	48.34	1428	732	40.67	GC2	80	fast	80
ENSG00000170502_NUDT9	ENSG00000170502	NUDT9	1053	47.38	519	282	26.78	GC3	70	slow	90
ENSG00000170509_HSD17B13	ENSG00000170509	HSD17B13	903	43.92	521	262	29.01	GC3		slow	70
ENSG00000170522_ELOVL6	ENSG00000170522	ELOVL6	798	47.38	222	117	14.66	GC1		fast	90
ENSG00000170525_PFKFB3	ENSG00000170525	PFKFB3	1581	56.20	685	356	22.52			slow	80
ENSG00000170537_TMC7	ENSG00000170537	TMC7	2166	48.51	950	549	25.35	GC1	70	fast	80
ENSG00000170540_ARL6IP1	ENSG00000170540	ARL6IP1	612	45.89	205	94	15.36	GC2		slow	80
ENSG00000170558_CDH2	ENSG00000170558	CDH2	2721	47.37	888	548	20.14	GC3	70	slow	90
ENSG00000170571_EMB	ENSG00000170571	EMB	864	39.13	614	341	39.47	GC3		fast	90
ENSG00000170577_SIX2	ENSG00000170577	SIX2	891	67.29	213	77	8.64			slow	70
ENSG00000170579_DLGAP1	ENSG00000170579	DLGAP1	2934	58.82	906	500	17.04		80	fast	90
ENSG00000170606_HSPA4	ENSG00000170606	HSPA4	2523	42.64	838	448	17.76	GC3	80	slow	90
ENSG00000170613_FAM71B	ENSG00000170613	FAM71B	1812	53.87	1306	820	45.25	GC2	70	fast	70
ENSG00000170615_SLC26A5	ENSG00000170615	SLC26A5	2226	46.35	876	500	22.46	GC2		slow	90
ENSG00000170619_COMMD5	ENSG00000170619	COMMD5	675	63.60	340	177	26.22		70	slow	
ENSG00000170624_SGCD	ENSG00000170624	SGCD	870	47.37	238	116	13.33	GC2	70	slow	80
ENSG00000170632_ARMC10	ENSG00000170632	ARMC10	927	45.96	526	309	33.33	GC2		fast	80
ENSG00000170633_RNF34	ENSG00000170633	RNF34	1119	49.67	503	289	25.83	GC2		slow	90
ENSG00000170638_TRABD	ENSG00000170638	TRABD	1134	64.56	476	276	24.34		70	fast	80
ENSG00000170653_ATF7	ENSG00000170653	ATF7	1485	54.94	446	197	13.27	GC2	80	slow	80
ENSG00000170681_MURC	ENSG00000170681	MURC	1092	48.53	576	347	31.78	GC2		fast	90
ENSG00000170684_ZNF296	ENSG00000170684	ZNF296	1422	67.99	832	393	27.64		70	fast	
ENSG00000170703_TTLL6	ENSG00000170703	TTLL6	2529	51.62	1547	924	36.54	GC1	70	slow	80
ENSG00000170734_POLH	ENSG00000170734	POLH	2139	48.66	1190	700	32.73	GC3	80	slow	90
ENSG00000170743_SYT9	ENSG00000170743	SYT9	1476	50.76	487	251	17.01	GC1		slow	90
ENSG00000170759_KIF5B	ENSG00000170759	KIF5B	2892	40.80	945	485	16.77	GC3	80	slow	90
ENSG00000170775_GPR37	ENSG00000170775	GPR37	1845	56.68	946	610	33.06	GC1	80	fast	90
ENSG00000170776_AKAP13	ENSG00000170776	AKAP13	8448	53.37	5047	3076	36.41	GC2	80	slow	
ENSG00000170786_SDR16C5	ENSG00000170786	SDR16C5	930	43.45	565	383	41.18	GC3		fast	90
ENSG00000170802_FOXN2	ENSG00000170802	FOXN2	1296	44.19	579	291	22.45	GC3		slow	90
ENSG00000170819_BFSP2	ENSG00000170819	BFSP2	1248	60.24	845	475	38.06	GC1	80	fast	90
ENSG00000170820_FSHR	ENSG00000170820	FSHR	2088	47.23	1028	559	26.77	GC2	80	slow	90
ENSG00000170832_USP32	ENSG00000170832	USP32	4755	44.91	1654	771	16.21	GC3	80	fast	90
ENSG00000170835_CEL	ENSG00000170835	CEL	1836	60.08	942	561	30.56			fast	70
ENSG00000170836_PPM1D	ENSG00000170836	PPM1D	1818	51.26	725	361	19.86	GC2	70	fast	90
ENSG00000170852_KBTBD2	ENSG00000170852	KBTBD2	1872	42.86	537	275	14.69	GC3	70	slow	90
ENSG00000170854_MINA	ENSG00000170854	MINA	1398	50.56	750	441	31.55	GC2	70	fast	90
ENSG00000170871_KIAA0232	ENSG00000170871	KIAA0232	4191	49.40	2168	1396	33.31	GC2	70	fast	90
ENSG00000170873_MTSS1	ENSG00000170873	MTSS1	2268	58.61	815	484	21.34	GC1		fast	90
ENSG00000170876_TMEM43	ENSG00000170876	TMEM43	1203	57.77	549	312	25.94			fast	90
ENSG00000170892_TSEN34	ENSG00000170892	TSEN34	933	65.02	532	249	26.69	GC1	70	slow	80
ENSG00000170903_MSANTD4	ENSG00000170903	MSANTD4	1038	47.01	406	285	27.46	GC2		slow	80
ENSG00000170915_PAQR8	ENSG00000170915	PAQR8	1071	60.39	388	256	23.90			slow	80
ENSG00000170921_TANC2	ENSG00000170921	TANC2	5904	52.22	1778	980	16.60	GC2	80	fast	90
ENSG00000170927_PKHD1	ENSG00000170927	PKHD1	12222	49.04	7516	4497	36.79	GC2	90	slow	70
ENSG00000170955_PRKCDBP	ENSG00000170955	PRKCDBP	786	70.13	464	229	29.13			fast	80
ENSG00000170961_HAS2	ENSG00000170961	HAS2	1659	43.97	462	276	16.64	GC2	80	slow	90
ENSG00000170962_PDGFD	ENSG00000170962	PDGFD	1113	49.52	471	271	24.35	GC2		fast	90
ENSG00000170967_DDI1	ENSG00000170967	DDI1	1209	55.65	695	464	38.38	GC1		slow	80
ENSG00000170989_S1PR1	ENSG00000170989	S1PR1	1149	55.37	423	238	20.71			slow	70
ENSG00000171004_HS6ST2	ENSG00000171004	HS6ST2	1512	52.73	451	194	12.83	GC1		slow	
ENSG00000171017_LRRC8E	ENSG00000171017	LRRC8E	2388	61.07	906	529	22.15		80	slow	70
ENSG00000171054_OR13H1	ENSG00000171054	OR13H1	927	46.91	648	428	46.17	GC2	70	fast	70
ENSG00000171055_FEZ2	ENSG00000171055	FEZ2	1131	49.44	531	267	23.61	GC2		fast	90
ENSG00000171060_C8orf74	ENSG00000171060	C8orf74	882	53.58	540	299	33.90	GC1		fast	70
ENSG00000171094_ALK	ENSG00000171094	ALK	4677	59.32	1916	1089	23.28	GC1	80	slow	70
ENSG00000171097_CCBL1	ENSG00000171097	CCBL1	1269	57.47	579	342	26.95		80	fast	70
ENSG00000171100_MTM1	ENSG00000171100	MTM1	1812	43.83	708	454	25.06	GC3	70	fast	90
ENSG00000171109_MFN1	ENSG00000171109	MFN1	2226	41.30	823	419	18.82	GC3	80	slow	90
ENSG00000171115_GIMAP8	ENSG00000171115	GIMAP8	1995	51.84	1585	1044	52.33	GC1	80	fast	
ENSG00000171121_KCNMB3	ENSG00000171121	KCNMB3	831	48.87	566	338	40.67	GC2		slow	80
ENSG00000171148_TADA3	ENSG00000171148	TADA3	1299	58.62	415	240	18.48	GC1		slow	90
ENSG00000171150_SOCS5	ENSG00000171150	SOCS5	1611	46.84	586	381	23.65	GC3		slow	80
ENSG00000171163_ZNF692	ENSG00000171163	ZNF692	1545	60.07	981	600	38.83	GC1	80	fast	90
ENSG00000171169_NAIF1	ENSG00000171169	NAIF1	984	63.75	325	176	17.89		70	slow	80
ENSG00000171174_RBKS	ENSG00000171174	RBKS	969	49.71	450	243	25.08	GC2		fast	90
ENSG00000171189_GRIK1	ENSG00000171189	GRIK1	2733	46.09	987	586	21.44	GC2	80	slow	80
ENSG00000171204_TMEM126B	ENSG00000171204	TMEM126B	693	41.28	455	250	36.08	GC3		fast	90
ENSG00000171206_TRIM8	ENSG00000171206	TRIM8	1656	63.19	399	170	10.27			slow	80
ENSG00000171208_NETO2	ENSG00000171208	NETO2	1575	44.81	647	428	27.17	GC3		fast	90
ENSG00000171241_SHCBP1	ENSG00000171241	SHCBP1	2019	44.82	975	507	25.11	GC3	70	fast	80
ENSG00000171243_SOSTDC1	ENSG00000171243	SOSTDC1	621	52.98	182	93	14.98	GC1		slow	80
ENSG00000171262_FAM98B	ENSG00000171262	FAM98B	1203	45.51	670	307	25.52	GC3		fast	90
ENSG00000171298_GAA	ENSG00000171298	GAA	2859	64.63	1625	917	32.07		80	fast	80
ENSG00000171302_CANT1	ENSG00000171302	CANT1	1206	62.85	505	314	26.04			slow	70
ENSG00000171303_KCNK3	ENSG00000171303	KCNK3	1185	66.14	316	92	7.76			fast	70
ENSG00000171307_ZDHHC16	ENSG00000171307	ZDHHC16	1134	55.51	331	174	15.34	GC1		slow	90
ENSG00000171310_CHST11	ENSG00000171310	CHST11	1059	57.88	301	141	13.31			slow	80
ENSG00000171316_CHD7	ENSG00000171316	CHD7	8994	52.63	3286	2122	23.59	GC2	70	fast	90
ENSG00000171320_ESCO2	ENSG00000171320	ESCO2	1815	39.05	1110	609	33.55	GC3	70	slow	90
ENSG00000171357_LURAP1	ENSG00000171357	LURAP1	720	63.87	356	177	24.58			slow	80
ENSG00000171365_CLCN5	ENSG00000171365	CLCN5	2451	48.41	846	467	19.05	GC2	70	slow	90
ENSG00000171385_KCND3	ENSG00000171385	KCND3	1968	59.48	466	266	13.52			slow	70
ENSG00000171401_KRT13	ENSG00000171401	KRT13	1344	60.25	628	341	25.37			slow	
ENSG00000171408_PDE7B	ENSG00000171408	PDE7B	1512	50.39	570	325	21.49	GC2		fast	90
ENSG00000171431_KRT20	ENSG00000171431	KRT20	1272	48.18	954	611	48.03	GC2	80	fast	80
ENSG00000171435_KSR2	ENSG00000171435	KSR2	2487	59.04	771	382	15.36			slow	70
ENSG00000171444_MCC	ENSG00000171444	MCC	2493	56.42	953	542	21.74	GC1	70	fast	90
ENSG00000171446_KRT27	ENSG00000171446	KRT27	1380	54.08	637	337	24.42	GC1	70	fast	70
ENSG00000171451_DSEL	ENSG00000171451	DSEL	3660	43.20	1347	765	20.90	GC3	80	fast	70
ENSG00000171453_POLR1C	ENSG00000171453	POLR1C	1041	53.52	380	229	22.00	GC2	70	slow	80
ENSG00000171456_ASXL1	ENSG00000171456	ASXL1	4575	55.61	2648	1653	36.13	GC2	90	fast	90
ENSG00000171462_DLK2	ENSG00000171462	DLK2	1152	64.17	495	277	24.05	GC1	70	slow	80
ENSG00000171467_ZNF318	ENSG00000171467	ZNF318	6498	47.88	3749	2019	31.07	GC3	90	slow	90
ENSG00000171475_WIPF2	ENSG00000171475	WIPF2	1323	59.78	578	284	21.47	GC2		slow	90
ENSG00000171487_NLRP5	ENSG00000171487	NLRP5	3462	52.72	2668	1831	52.89	GC1	80	fast	80
ENSG00000171488_LRRC8C	ENSG00000171488	LRRC8C	2412	46.91	832	595	24.67	GC2	70	slow	90
ENSG00000171490_RSL1D1	ENSG00000171490	RSL1D1	1479	46.90	994	645	43.61	GC2	80	fast	70
ENSG00000171492_LRRC8D	ENSG00000171492	LRRC8D	2577	44.15	662	381	14.78	GC2	80	slow	70
ENSG00000171495_MROH2B	ENSG00000171495	MROH2B	4758	47.78	2613	1529	32.14	GC2	80	fast	90
ENSG00000171497_PPID	ENSG00000171497	PPID	1113	41.86	395	225	20.22	GC3	70	slow	90
ENSG00000171502_COL24A1	ENSG00000171502	COL24A1	5145	48.42	2722	1332	25.89	GC3	90	fast	80
ENSG00000171503_ETFDH	ENSG00000171503	ETFDH	1854	45.80	766	479	25.84	GC3		fast	90
ENSG00000171509_RXFP1	ENSG00000171509	RXFP1	2277	39.72	1187	656	28.81	GC3	70	slow	90
ENSG00000171517_LPAR3	ENSG00000171517	LPAR3	1065	51.07	427	248	23.29	GC1		slow	80
ENSG00000171533_MAP6	ENSG00000171533	MAP6	2343	61.10	1523	901	38.45	GC1	70	fast	90
ENSG00000171551_ECEL1	ENSG00000171551	ECEL1	2328	62.52	774	397	17.05			fast	90
ENSG00000171552_BCL2L1	ENSG00000171552	BCL2L1	702	56.67	269	118	16.81	GC1		slow	90
ENSG00000171557_FGG	ENSG00000171557	FGG	1332	42.82	691	454	34.08	GC3	70	slow	90
ENSG00000171560_FGA	ENSG00000171560	FGA	2505	48.84	1616	989	39.48	GC2	70	slow	70
ENSG00000171564_FGB	ENSG00000171564	FGB	1476	45.22	737	475	32.18	GC3	80	fast	90
ENSG00000171566_PLRG1	ENSG00000171566	PLRG1	1548	44.70	506	280	18.09	GC3	70	slow	80
ENSG00000171595_DNAI2	ENSG00000171595	DNAI2	1797	57.52	775	472	26.27		70	slow	90
ENSG00000171596_NMUR1	ENSG00000171596	NMUR1	1281	64.17	767	427	33.33			fast	70
ENSG00000171603_CLSTN1	ENSG00000171603	CLSTN1	2859	56.78	1246	794	27.77	GC1	80	fast	90
ENSG00000171604_CXXC5	ENSG00000171604	CXXC5	963	64.44	280	166	17.24			slow	90
ENSG00000171608_PIK3CD	ENSG00000171608	PIK3CD	3135	60.84	1164	562	17.93		70	fast	80
ENSG00000171611_PTCRA	ENSG00000171611	PTCRA	675	65.77	481	315	46.67	GC1		slow	70
ENSG00000171612_SLC25A33	ENSG00000171612	SLC25A33	966	48.61	412	248	25.67	GC2		fast	90
ENSG00000171617_ENC1	ENSG00000171617	ENC1	1770	54.56	467	316	17.85	GC1	70	slow	80
ENSG00000171621_SPSB1	ENSG00000171621	SPSB1	822	61.09	243	144	17.52			slow	70
ENSG00000171634_BPTF	ENSG00000171634	BPTF	8160	45.64	3593	2044	25.05	GC3	80	slow	90
ENSG00000171659_GPR34	ENSG00000171659	GPR34	1143	38.06	555	310	27.12	GC3		slow	80
ENSG00000171680_PLEKHG5	ENSG00000171680	PLEKHG5	3162	62.94	1750	814	25.74		70	fast	80
ENSG00000171681_ATF7IP	ENSG00000171681	ATF7IP	3783	44.82	1899	1037	27.41	GC3	80	slow	90
ENSG00000171700_RGS19	ENSG00000171700	RGS19	654	64.97	314	153	23.39			slow	70
ENSG00000171714_ANO5	ENSG00000171714	ANO5	2715	41.26	1482	909	33.48	GC3	80	slow	80
ENSG00000171720_HDAC3	ENSG00000171720	HDAC3	1287	52.15	348	209	16.24	GC1		fast	90
ENSG00000171722_C1orf111	ENSG00000171722	C1orf111	765	60.93	468	254	33.20			slow	80
ENSG00000171723_GPHN	ENSG00000171723	GPHN	2319	48.16	490	209	9.01	GC3		slow	90
ENSG00000171724_VAT1L	ENSG00000171724	VAT1L	1260	54.45	405	226	17.94	GC1		fast	90
ENSG00000171729_TMEM51	ENSG00000171729	TMEM51	753	60.84	335	202	26.83			slow	90
ENSG00000171747_LGALS4	ENSG00000171747	LGALS4	972	56.23	488	308	31.69	GC1		fast	
ENSG00000171757_LRRC34	ENSG00000171757	LRRC34	1287	39.16	733	399	31.00	GC3		fast	90
ENSG00000171759_PAH	ENSG00000171759	PAH	1359	48.52	606	368	27.08	GC2		slow	90
ENSG00000171766_GATM	ENSG00000171766	GATM	1272	49.43	423	222	17.45	GC2		slow	90
ENSG00000171772_SYCE1	ENSG00000171772	SYCE1	1002	54.94	707	423	42.22	GC1		slow	80
ENSG00000171773_NXNL1	ENSG00000171773	NXNL1	636	65.71	312	172	27.04			fast	70
ENSG00000171777_RASGRP4	ENSG00000171777	RASGRP4	2025	62.47	964	541	26.72		80	fast	90
ENSG00000171790_SLFNL1	ENSG00000171790	SLFNL1	1224	67.64	775	496	40.52		70	fast	80
ENSG00000171793_CTPS1	ENSG00000171793	CTPS1	1776	49.92	571	376	21.17	GC2		slow	90
ENSG00000171811_CFAP46	ENSG00000171811	CFAP46	3804	58.21	2449	1435	37.72		70	fast	70
ENSG00000171812_COL8A2	ENSG00000171812	COL8A2	2112	68.86	830	449	21.26	GC1	80	slow	80
ENSG00000171815_PCDHB1	ENSG00000171815	PCDHB1	2457	50.37	1179	620	25.23	GC2	80	slow	70
ENSG00000171824_EXOSC10	ENSG00000171824	EXOSC10	2661	50.94	1187	772	29.01	GC2	80	slow	90
ENSG00000171843_MLLT3	ENSG00000171843	MLLT3	1701	45.05	526	243	14.29	GC3		slow	90
ENSG00000171848_RRM2	ENSG00000171848	RRM2	1170	49.12	480	302	25.81	GC1		fast	80
ENSG00000171853_TRAPPC12	ENSG00000171853	TRAPPC12	2277	55.02	1261	902	39.61	GC1	70	fast	80
ENSG00000171861_RNMTL1	ENSG00000171861	RNMTL1	1263	56.89	721	444	35.15	GC1	70	slow	90
ENSG00000171862_PTEN	ENSG00000171862	PTEN	1212	39.06	220	82	6.77	GC3		slow	90
ENSG00000171867_PRNP	ENSG00000171867	PRNP	762	59.27	303	187	24.54	GC1		fast	70
ENSG00000171872_KLF17	ENSG00000171872	KLF17	1170	53.58	880	487	41.62	GC2	80	fast	70
ENSG00000171877_FRMD5	ENSG00000171877	FRMD5	1620	51.55	585	266	16.42	GC2		slow	90
ENSG00000171885_AQP4	ENSG00000171885	AQP4	972	50.99	352	196	20.16	GC2		slow	90
ENSG00000171914_TLN2	ENSG00000171914	TLN2	7629	56.19	2448	1537	20.15	GC1	90	slow	90
ENSG00000171940_ZNF217	ENSG00000171940	ZNF217	3153	55.18	1990	1362	43.20	GC1	90	fast	70
ENSG00000171951_SCG2	ENSG00000171951	SCG2	1860	45.15	853	413	22.20	GC3	70	slow	70
ENSG00000171953_ATPAF2	ENSG00000171953	ATPAF2	870	59.27	462	256	29.43			slow	80
ENSG00000171954_CYP4F22	ENSG00000171954	CYP4F22	1596	58.39	728	393	24.62			fast	80
ENSG00000171988_JMJD1C	ENSG00000171988	JMJD1C	7614	40.74	3317	1536	20.17	GC3	90	slow	90
ENSG00000171992_SYNPO	ENSG00000171992	SYNPO	2787	64.24	1542	858	30.79		80	fast	80
ENSG00000172007_RAB33B	ENSG00000172007	RAB33B	690	49.84	267	138	20.00	GC2		slow	90
ENSG00000172009_THOP1	ENSG00000172009	THOP1	2064	61.95	907	546	26.45		70	fast	90
ENSG00000172020_GAP43	ENSG00000172020	GAP43	726	57.06	349	166	22.87	GC2		slow	90
ENSG00000172031_EPHX4	ENSG00000172031	EPHX4	1089	43.28	445	197	18.09	GC3		fast	90
ENSG00000172037_LAMB2	ENSG00000172037	LAMB2	5406	61.57	2442	1394	25.79	GC1	90	fast	90
ENSG00000172046_USP19	ENSG00000172046	USP19	4146	59.54	1692	937	22.60	GC1	80	fast	90
ENSG00000172053_QARS	ENSG00000172053	QARS	2328	56.08	1013	601	25.82	GC1	80	fast	90
ENSG00000172059_KLF11	ENSG00000172059	KLF11	1551	58.26	973	604	38.94	GC1	70	fast	90
ENSG00000172061_LRRC15	ENSG00000172061	LRRC15	1755	58.48	892	497	28.32			slow	80
ENSG00000172071_EIF2AK3	ENSG00000172071	EIF2AK3	3348	47.30	1601	968	28.91	GC3	80	slow	90
ENSG00000172081_MOB3A	ENSG00000172081	MOB3A	654	60.71	238	123	18.81			slow	70
ENSG00000172086_KRCC1	ENSG00000172086	KRCC1	774	43.58	484	227	29.33	GC3	80	slow	80
ENSG00000172116_CD8B	ENSG00000172116	CD8B	633	57.95	478	307	48.50	GC1		fast	70
ENSG00000172137_CALB2	ENSG00000172137	CALB2	816	50.88	343	152	18.63	GC1		slow	90
ENSG00000172139_SLC9C1	ENSG00000172139	SLC9C1	3456	35.66	2302	1408	40.74	GC3	90	fast	90
ENSG00000172159_FRMD3	ENSG00000172159	FRMD3	1794	47.46	694	328	18.28	GC2		slow	80
ENSG00000172164_SNTB1	ENSG00000172164	SNTB1	1611	57.94	618	307	19.06	GC1		slow	
ENSG00000172167_MTBP	ENSG00000172167	MTBP	2718	41.50	1739	988	36.35	GC3	80	fast	90
ENSG00000172171_TEFM	ENSG00000172171	TEFM	1083	42.99	643	377	34.81	GC3		slow	80
ENSG00000172175_MALT1	ENSG00000172175	MALT1	2469	45.69	1134	732	29.65	GC3	80	fast	90
ENSG00000172197_MBOAT1	ENSG00000172197	MBOAT1	1485	46.54	727	415	27.95	GC2	70	fast	90
ENSG00000172209_GPR22	ENSG00000172209	GPR22	1302	37.09	285	110	8.45	GC3		slow	70
ENSG00000172215_CXCR6	ENSG00000172215	CXCR6	1026	54.83	616	354	34.50			slow	80
ENSG00000172239_PAIP1	ENSG00000172239	PAIP1	1335	44.56	461	179	13.41	GC3	70	slow	70
ENSG00000172244_C5orf34	ENSG00000172244	C5orf34	1917	39.95	1060	567	29.58	GC3	90	fast	90
ENSG00000172260_NEGR1	ENSG00000172260	NEGR1	1050	47.34	389	150	14.29	GC2		fast	80
ENSG00000172262_ZNF131	ENSG00000172262	ZNF131	1773	44.11	668	331	18.67	GC3		slow	90
ENSG00000172269_DPAGT1	ENSG00000172269	DPAGT1	1227	52.08	410	212	17.28	GC1	70	slow	90
ENSG00000172273_HINFP	ENSG00000172273	HINFP	1554	57.10	749	395	25.42	GC1	70	slow	80
ENSG00000172292_CERS6	ENSG00000172292	CERS6	1179	46.74	548	265	22.48	GC2	70	slow	80
ENSG00000172296_SPTLC3	ENSG00000172296	SPTLC3	1659	46.37	780	452	27.25	GC3	80	fast	80
ENSG00000172318_B3GALT1	ENSG00000172318	B3GALT1	981	45.84	282	172	17.53	GC2		slow	90
ENSG00000172331_BPGM	ENSG00000172331	BPGM	780	48.01	304	190	24.36	GC2		slow	80
ENSG00000172339_ALG14	ENSG00000172339	ALG14	651	50.62	386	253	38.86	GC2	70	fast	90
ENSG00000172340_SUCLG2	ENSG00000172340	SUCLG2	1299	47.21	552	311	23.94	GC3		fast	90
ENSG00000172345_STARD5	ENSG00000172345	STARD5	642	56.33	334	207	32.24	GC1		fast	80
ENSG00000172348_RCAN2	ENSG00000172348	RCAN2	732	51.68	291	166	22.68	GC2		fast	80
ENSG00000172350_ABCG4	ENSG00000172350	ABCG4	1941	57.80	659	370	19.06			slow	80
ENSG00000172354_GNB2	ENSG00000172354	GNB2	1023	59.52	302	137	13.39			slow	80
ENSG00000172361_CFAP53	ENSG00000172361	CFAP53	1545	46.06	938	503	32.56	GC2	70	fast	90
ENSG00000172367_PDZD3	ENSG00000172367	PDZD3	1518	61.86	979	607	39.99	GC1		fast	90
ENSG00000172375_C2CD2L	ENSG00000172375	C2CD2L	2124	61.66	930	452	21.28	GC1	70	fast	90
ENSG00000172379_ARNT2	ENSG00000172379	ARNT2	2127	57.93	697	405	19.04	GC1		slow	70
ENSG00000172382_PRSS27	ENSG00000172382	PRSS27	930	64.46	506	276	29.68			fast	70
ENSG00000172399_MYOZ2	ENSG00000172399	MYOZ2	795	44.05	311	162	20.38	GC3		slow	90
ENSG00000172403_SYNPO2	ENSG00000172403	SYNPO2	3795	55.47	2140	1258	33.15	GC2	80	slow	70
ENSG00000172404_DNAJB7	ENSG00000172404	DNAJB7	936	39.53	621	298	31.84	GC3	80	slow	70
ENSG00000172409_CLP1	ENSG00000172409	CLP1	1278	54.08	423	262	20.50	GC1		slow	90
ENSG00000172421_EFCAB3	ENSG00000172421	EFCAB3	1317	41.01	675	342	25.97	GC3	70	slow	80
ENSG00000172426_RSPH9	ENSG00000172426	RSPH9	831	58.08	304	152	18.29			slow	
ENSG00000172432_GTPBP2	ENSG00000172432	GTPBP2	1809	58.89	684	263	14.54	GC1		fast	90
ENSG00000172456_FGGY	ENSG00000172456	FGGY	1725	51.51	704	353	20.46	GC2		slow	80
ENSG00000172461_FUT9	ENSG00000172461	FUT9	1080	41.84	347	192	17.78	GC3		slow	90
ENSG00000172466_ZNF24	ENSG00000172466	ZNF24	1107	46.98	366	198	17.89	GC3		slow	90
ENSG00000172469_MANEA	ENSG00000172469	MANEA	1389	39.64	679	420	30.24	GC3	70	slow	90
ENSG00000172493_AFF1	ENSG00000172493	AFF1	3636	54.38	1974	1113	30.61	GC2	80	fast	80
ENSG00000172497_ACOT12	ENSG00000172497	ACOT12	1668	46.34	988	540	32.37	GC3	70	fast	90
